Date_Full,Station_City,Station_State,Data_Temperature_Avg Temp,Data_Temperature_Max Temp,Data_Temperature_Min Temp
14/02/2016,Hattiesburg,Mississippi,49,64,35
14/02/2016,Jackson,Mississippi,48,60,35
14/02/2016,Meridian,Mississippi,44,59,29
14/02/2016,Tupelo,Mississippi,38,50,26
14/02/2016,Cape Girardeau,Missouri,26,33,19
14/02/2016,Columbia,Missouri,24,30,17
14/02/2016,Kansas City,Missouri,27,36,18
14/02/2016,Rolla/Vichy,Missouri,24,31,17
14/02/2016,Springfield,Missouri,32,41,23
14/02/2016,St Joseph,Missouri,27,36,17
14/02/2016,St Louis,Missouri,24,30,18
14/02/2016,Billings,Montana,45,56,33
14/02/2016,Butte,Montana,32,43,20
14/02/2016,Cut Bank,Montana,43,54,32
14/02/2016,Dillon,Montana,37,46,28
14/02/2016,Glasgow,Montana,31,39,22
14/02/2016,Great Falls,Montana,45,57,32
14/02/2016,Havre,Montana,37,49,24
14/02/2016,Helena,Montana,40,51,29
14/02/2016,Kalispell,Montana,35,43,26
14/02/2016,Miles City,Montana,38,48,27
14/02/2016,Missoula,Montana,35,44,27
14/02/2016,Grand Island,Nebraska,26,34,18
14/02/2016,Lincoln,Nebraska,25,32,18
14/02/2016,Norfolk,Nebraska,24,30,17
14/02/2016,North Platte,Nebraska,32,41,21
14/02/2016,Omaha,Nebraska,22,29,15
14/02/2016,Scottsbluff,Nebraska,40,52,26
14/02/2016,Sidney,Nebraska,36,46,26
14/02/2016,Valentine,Nebraska,33,43,24
14/02/2016,Ely,Nevada,27,43,11
14/02/2016,Eureka,Nevada,24,39,8
14/02/2016,Las Vegas,Nevada,60,73,46
14/02/2016,Mercury,Nevada,55,71,39
14/02/2016,Reno,Nevada,46,61,30
14/02/2016,Winnemucca,Nevada,42,56,28
14/02/2016,Concord,New Hampshire,14,24,3
14/02/2016,Mt. Washington,New Hampshire,60,60,60
14/02/2016,Atlantic City,New Jersey,26,32,20
14/02/2016,Newark,New Jersey,25,31,18
14/02/2016,Albuquerque,New Mexico,47,64,31
14/02/2016,Clayton,New Mexico,47,65,29
14/02/2016,Roswell,New Mexico,48,68,28
14/02/2016,Albany,New York,17,26,8
14/02/2016,Binghamton,New York,14,21,7
14/02/2016,Buffalo,New York,19,25,11
14/02/2016,Glens Falls,New York,14,23,5
14/02/2016,Islip,New York,22,28,15
14/02/2016,New York,New York,25,31,19
14/02/2016,Rochester,New York,19,26,12
14/02/2016,Syracuse,New York,15,23,7
14/02/2016,Asheville,North Carolina,27,34,20
14/02/2016,Cape Hatteras,North Carolina,36,40,32
14/02/2016,Charlotte,North Carolina,32,41,23
14/02/2016,Greensboro,North Carolina,29,38,20
14/02/2016,Hickory,North Carolina,30,37,22
14/02/2016,Raleigh/Durham,North Carolina,31,39,23
14/02/2016,Wilmington,North Carolina,37,44,28
14/02/2016,Bismarck,North Dakota,23,31,15
14/02/2016,Dickinson,North Dakota,25,33,16
14/02/2016,Fargo,North Dakota,9,16,1
14/02/2016,Grand Forks,North Dakota,7,14,0
14/02/2016,Williston,North Dakota,24,32,16
14/02/2016,Akron,Ohio,17,23,11
14/02/2016,Cleveland,Ohio,19,25,14
14/02/2016,Columbus,Ohio,18,24,12
14/02/2016,Dayton,Ohio,17,24,10
14/02/2016,Mansfield,Ohio,17,23,10
14/02/2016,Toledo,Ohio,19,25,12
14/02/2016,Youngstown/Warren,Ohio,18,24,12
14/02/2016,Gage,Oklahoma,43,62,23
14/02/2016,Oklahoma City,Oklahoma,45,59,31
14/02/2016,Ponca City,Oklahoma,41,55,27
14/02/2016,Tulsa,Oklahoma,42,55,30
14/02/2016,Astoria,Oregon,52,58,46
14/02/2016,Burns,Oregon,29,38,20
14/02/2016,Eugene,Oregon,49,57,41
14/02/2016,Medford,Oregon,52,64,40
14/02/2016,Pendleton,Oregon,43,51,34
14/02/2016,Portland,Oregon,51,58,44
14/02/2016,Redmond,Oregon,45,60,30
14/02/2016,Salem,Oregon,50,58,41
14/02/2016,Allentown,Pennsylvania,23,28,17
14/02/2016,Erie,Pennsylvania,22,26,17
14/02/2016,Harrisburg,Pennsylvania,23,28,17
14/02/2016,Philadelphia,Pennsylvania,26,30,21
14/02/2016,Pittsburgh,Pennsylvania,18,24,11
14/02/2016,Wilkes-Barre/Scranton,Pennsylvania,19,25,13
14/02/2016,Williamsport,Pennsylvania,21,28,14
14/02/2016,San Juan,Puerto Rico,79,85,73
14/02/2016,Providence,Rhode Island,18,27,9
14/02/2016,Anderson,South Carolina,36,45,27
14/02/2016,Charleston,South Carolina,41,51,31
14/02/2016,Columbia,South Carolina,39,48,28
14/02/2016,Greer,South Carolina,33,42,24
14/02/2016,Aberdeen,South Dakota,16,24,9
14/02/2016,Huron,South Dakota,18,25,11
14/02/2016,Pierre,South Dakota,27,35,18
14/02/2016,Rapid City,South Dakota,37,49,24
14/02/2016,Sioux Falls,South Dakota,13,20,6
14/02/2016,Bristol/Jhnsn Cty/Kngsprt,Tennessee,25,32,18
14/02/2016,Chattanooga,Tennessee,35,43,27
14/02/2016,Clarksville,Tennessee,28,34,21
14/02/2016,Crossville,Tennessee,26,33,19
14/02/2016,Knoxville,Tennessee,29,35,23
14/02/2016,Memphis,Tennessee,39,47,29
14/02/2016,Nashville,Tennessee,31,38,23
14/02/2016,Oak Ridge,Tennessee,31,37,24
14/02/2016,Abilene,Texas,52,69,35
14/02/2016,Amarillo,Texas,47,66,28
14/02/2016,Austin/Bergstrom,Texas,56,74,38
14/02/2016,Austin/City,Texas,61,75,47
14/02/2016,Beaumont/Port Arthur,Texas,57,71,45
14/02/2016,Brownsville,Texas,63,76,50
14/02/2016,Childress,Texas,50,67,32
14/02/2016,College Station,Texas,59,72,45
14/02/2016,Corpus Christi,Texas,61,78,44
14/02/2016,Dalhart,Texas,48,67,29
14/02/2016,Dallas,Texas,55,67,42
14/02/2016,Dallas-Fort Worth,Texas,54,67,41
14/02/2016,Del Rio,Texas,59,77,41
14/02/2016,El Paso,Texas,53,71,34
14/02/2016,Fort Worth,Texas,56,69,42
14/02/2016,Galveston,Texas,59,66,51
14/02/2016,Houston,Texas,60,71,48
14/02/2016,Lubbock,Texas,48,67,27
14/02/2016,Midland,Texas,52,69,34
14/02/2016,San Angelo,Texas,54,74,33
14/02/2016,San Antonio,Texas,59,74,43
14/02/2016,Victoria,Texas,60,75,44
14/02/2016,Waco,Texas,54,72,37
14/02/2016,Wichita Falls,Texas,50,66,34
14/02/2016,Salt Lake City,Utah,32,37,26
14/02/2016,Blacksburg,VA,25,33,18
14/02/2016,Burlington,Vermont,14,23,5
14/02/2016,Lynchburg,Virginia,25,34,16
14/02/2016,Norfolk,Virginia,32,37,27
14/02/2016,Richmond,Virginia,29,36,21
14/02/2016,Roanoke,Virginia,25,33,18
14/02/2016,Wallops Island,Virginia,29,34,23
14/02/2016,Washington,Virginia,28,34,22
14/02/2016,Deer Park,Washington,38,46,29
14/02/2016,Ephrata,Washington,40,47,31
14/02/2016,Olympia,Washington,47,56,38
14/02/2016,Quillayute,Washington,51,58,43
14/02/2016,Seattle,Washington,50,56,43
14/02/2016,Spokane,Washington,40,46,33
14/02/2016,Yakima,Washington,42,52,32
14/02/2016,Beckley,West Virginia,18,25,10
14/02/2016,Charleston,West Virginia,22,29,15
14/02/2016,Elkins,West Virginia,16,25,6
14/02/2016,Huntington,West Virginia,23,29,17
14/02/2016,Green Bay,Wisconsin,9,19,0
14/02/2016,La Crosse,Wisconsin,9,17,0
14/02/2016,Madison,Wisconsin,11,18,4
14/02/2016,Milwaukee,Wisconsin,14,20,7
14/02/2016,Casper,Wyoming,37,43,27
14/02/2016,Cheyenne,Wyoming,40,51,29
14/02/2016,Lander,Wyoming,34,47,21
14/02/2016,Rawlins,Wyoming,33,39,27
14/02/2016,Sheridan,Wyoming,41,55,27
21/02/2016,Birmingham,Alabama,55,63,46
21/02/2016,Huntsville,Alabama,51,58,43
21/02/2016,Mobile,Alabama,59,70,47
21/02/2016,Montgomery,Alabama,57,70,44
21/02/2016,Anchorage,Alaska,25,32,19
21/02/2016,Annette,Alaska,40,44,35
21/02/2016,Bethel,Alaska,17,24,9
21/02/2016,Bettles,Alaska,1,14,-11
21/02/2016,Cold Bay,Alaska,31,37,23
21/02/2016,Cordova,Alaska,32,41,23
21/02/2016,Delta Junction/Ft Greely,Alaska,10,17,3
21/02/2016,Fairbanks,Alaska,3,15,-9
21/02/2016,Gulkana,Alaska,10,20,0
21/02/2016,Gustavus,Alaska,60,60,60
21/02/2016,Homer,Alaska,32,37,26
21/02/2016,Iliamna,Alaska,33,38,28
21/02/2016,Juneau,Alaska,34,41,27
21/02/2016,Kenai,Alaska,26,33,20
21/02/2016,Ketchikan,Alaska,40,45,36
21/02/2016,King Salmon,Alaska,31,37,25
21/02/2016,Kodiak,Alaska,33,38,28
21/02/2016,Kotzebue,Alaska,7,12,2
21/02/2016,Mc Grath,Alaska,5,16,-5
21/02/2016,Nome,Alaska,10,18,2
21/02/2016,Northway,Alaska,-6,7,-20
21/02/2016,Palmer,Alaska,28,35,20
21/02/2016,Petersburg,Alaska,60,60,60
21/02/2016,Shemya,Alaska,60,60,60
21/02/2016,Sitka,Alaska,39,45,33
21/02/2016,Skagway,Alaska,33,38,28
21/02/2016,St Paul Island,Alaska,31,34,27
21/02/2016,Talkeetna,Alaska,24,34,14
21/02/2016,Tanana,Alaska,3,12,-6
21/02/2016,Utqiagvik (Barrow),Alaska,-7,-3,-12
21/02/2016,Yakutat,Alaska,33,41,25
21/02/2016,Douglas Bisbee,Arizona,59,80,37
21/02/2016,Kingman,Arizona,57,74,39
21/02/2016,Phoenix,Arizona,70,85,55
21/02/2016,Tucson,Arizona,67,84,50
21/02/2016,Winslow,Arizona,50,71,29
21/02/2016,Fort Smith,Arkansas,57,70,43
21/02/2016,Harrison,Arkansas,54,66,41
21/02/2016,North Little Rock,Arkansas,56,65,46
21/02/2016,Bakersfield,California,56,69,44
21/02/2016,Bishop,California,49,68,29
21/02/2016,China Lake,California,53,71,36
21/02/2016,Concord,California,57,68,45
21/02/2016,Eureka,California,50,56,43
21/02/2016,Fresno,California,56,67,45
21/02/2016,Hayward,California,57,67,47
21/02/2016,Long Beach,California,64,75,52
21/02/2016,Los Angeles,California,63,72,54
21/02/2016,Red Bluff,California,55,65,45
21/02/2016,Redding,California,55,65,45
21/02/2016,Sacramento,California,56,67,44
21/02/2016,Salinas,California,59,71,46
21/02/2016,San Diego,California,65,74,56
21/02/2016,San Francisco,California,57,66,49
21/02/2016,Sandberg,California,54,62,46
21/02/2016,Santa Barbara,California,59,73,44
21/02/2016,Santa Maria,California,59,73,46
21/02/2016,Stockton,California,56,68,43
21/02/2016,Alamosa,Colorado,39,57,20
21/02/2016,Colorado Springs,Colorado,47,59,33
21/02/2016,Craig,Colorado,29,42,16
21/02/2016,Denver,Colorado,43,61,29
21/02/2016,Grand Junction,Colorado,41,54,28
21/02/2016,Pueblo,Colorado,49,67,29
21/02/2016,Bridgeport,Connecticut,36,44,27
21/02/2016,Windsor Locks,Connecticut,32,43,20
21/02/2016,Newark,DE,37,46,27
21/02/2016,Wilmington,Delaware,37,46,27
21/02/2016,Daytona Beach,Florida,61,72,50
21/02/2016,Fort Lauderdale,Florida,71,76,65
21/02/2016,Gainesville,Florida,59,73,44
21/02/2016,Jacksonville,Florida,58,70,45
21/02/2016,Key West,Florida,71,76,66
21/02/2016,Miami,Florida,71,77,64
21/02/2016,Orlando,Florida,63,75,51
21/02/2016,Pensacola,Florida,60,69,51
21/02/2016,Tallahassee,Florida,58,73,43
21/02/2016,Tampa,Florida,65,74,54
21/02/2016,Vero Beach,Florida,65,74,56
21/02/2016,West Palm Beach,Florida,69,76,62
21/02/2016,Alma,Georgia,56,69,42
21/02/2016,Athens,Georgia,48,60,36
21/02/2016,Atlanta,Georgia,51,60,41
21/02/2016,Augusta,Georgia,51,62,38
21/02/2016,Macon,Georgia,54,66,41
21/02/2016,Savannah,Georgia,56,69,43
21/02/2016,Hilo,Hawaii,73,82,64
21/02/2016,Honolulu,Hawaii,75,81,69
21/02/2016,Kahului,Hawaii,74,82,65
21/02/2016,Kaunakakai,Hawaii,72,79,65
21/02/2016,Lihue,Hawaii,73,78,67
21/02/2016,Boise,Idaho,47,56,39
21/02/2016,Lewiston,Idaho,46,53,39
21/02/2016,Pocatello,Idaho,41,50,32
21/02/2016,Chicago,Illinois,35,42,27
21/02/2016,Moline,Illinois,36,44,28
21/02/2016,Peoria,Illinois,40,48,31
21/02/2016,Quincy,Illinois,42,51,33
21/02/2016,Rockford,Illinois,34,40,26
21/02/2016,Springfield,Illinois,40,51,32
21/02/2016,Evansville,Indiana,45,54,36
21/02/2016,Fort Wayne,Indiana,36,45,27
21/02/2016,Indianapolis,Indiana,40,49,31
21/02/2016,South Bend,Indiana,33,42,24
21/02/2016,Cedar Rapids,Iowa,35,42,28
21/02/2016,Des Moines,Iowa,40,47,32
21/02/2016,Dubuque,Iowa,31,38,24
21/02/2016,Sioux City,Iowa,38,45,31
21/02/2016,Waterloo,Iowa,33,39,26
21/02/2016,Concordia,Kansas,50,63,35
21/02/2016,Dodge City,Kansas,51,67,34
21/02/2016,Goodland,Kansas,47,64,30
21/02/2016,Medicine Lodge,Kansas,53,69,37
21/02/2016,Topeka,Kansas,49,64,33
21/02/2016,Wichita,Kansas,53,67,38
21/02/2016,Covington,Kentucky,41,50,32
21/02/2016,Jackson,Kentucky,44,50,37
21/02/2016,Lexington,Kentucky,43,50,35
21/02/2016,Louisville,Kentucky,44,53,35
21/02/2016,Paducah,Kentucky,48,55,40
21/02/2016,Baton Rouge,Louisiana,61,74,47
21/02/2016,Lake Charles,Louisiana,62,73,49
21/02/2016,New Orleans,Louisiana,63,74,52
21/02/2016,Shreveport,Louisiana,62,73,51
21/02/2016,Slidell,Louisiana,59,72,45
21/02/2016,Bangor,Maine,28,39,16
21/02/2016,Caribou,Maine,22,34,10
21/02/2016,Portland,Maine,30,41,18
21/02/2016,Baltimore,Maryland,38,47,28
21/02/2016,Salisbury,Maryland,41,52,30
21/02/2016,Boston,Massachusetts,36,45,26
21/02/2016,Milton,Massachusetts,60,60,60
21/02/2016,Worcester,Massachusetts,30,40,20
21/02/2016,Alpena,Michigan,24,34,13
21/02/2016,Detroit,Michigan,34,42,25
21/02/2016,Flint,Michigan,31,40,21
21/02/2016,Grand Rapids,Michigan,33,40,24
21/02/2016,Houghton Lake,Michigan,25,35,15
21/02/2016,Lansing,Michigan,31,39,22
21/02/2016,Marquette,Michigan,21,29,13
21/02/2016,Muskegon,Michigan,31,39,23
21/02/2016,Sault Ste Marie,Michigan,22,30,14
21/02/2016,Duluth,Minnesota,22,31,13
21/02/2016,International Falls,Minnesota,18,30,5
21/02/2016,Minneapolis,Minnesota,31,37,24
21/02/2016,Rochester,Minnesota,28,35,21
21/02/2016,St Cloud,Minnesota,29,35,21
21/02/2016,Greenville,Mississippi,58,68,47
21/02/2016,Greenwood,Mississippi,57,68,46
21/02/2016,Gulfport,Mississippi,57,69,48
21/02/2016,Hattiesburg,Mississippi,59,72,46
21/02/2016,Jackson,Mississippi,59,71,47
21/02/2016,Meridian,Mississippi,56,68,43
21/02/2016,Tupelo,Mississippi,53,62,44
21/02/2016,Cape Girardeau,Missouri,46,55,36
21/02/2016,Columbia,Missouri,47,57,35
21/02/2016,Kansas City,Missouri,48,61,35
21/02/2016,Rolla/Vichy,Missouri,47,57,35
21/02/2016,Springfield,Missouri,51,64,37
21/02/2016,St Joseph,Missouri,46,61,29
21/02/2016,St Louis,Missouri,48,58,38
21/02/2016,Billings,Montana,44,54,33
21/02/2016,Butte,Montana,33,41,24
21/02/2016,Cut Bank,Montana,37,46,28
21/02/2016,Dillon,Montana,38,47,29
21/02/2016,Glasgow,Montana,35,42,27
21/02/2016,Great Falls,Montana,41,50,31
21/02/2016,Havre,Montana,36,48,24
21/02/2016,Helena,Montana,42,50,33
21/02/2016,Kalispell,Montana,39,46,31
21/02/2016,Miles City,Montana,42,54,30
21/02/2016,Missoula,Montana,40,48,31
21/02/2016,Grand Island,Nebraska,45,55,34
21/02/2016,Lincoln,Nebraska,45,57,33
21/02/2016,Norfolk,Nebraska,41,50,31
21/02/2016,North Platte,Nebraska,42,59,24
21/02/2016,Omaha,Nebraska,43,53,33
21/02/2016,Scottsbluff,Nebraska,44,60,27
21/02/2016,Sidney,Nebraska,43,60,26
21/02/2016,Valentine,Nebraska,42,57,28
21/02/2016,Ely,Nevada,33,46,20
21/02/2016,Eureka,Nevada,34,47,21
21/02/2016,Las Vegas,Nevada,63,74,50
21/02/2016,Mercury,Nevada,54,68,38
21/02/2016,Reno,Nevada,47,61,32
21/02/2016,Winnemucca,Nevada,42,56,28
21/02/2016,Concord,New Hampshire,28,40,16
21/02/2016,Mt. Washington,New Hampshire,60,60,60
21/02/2016,Atlantic City,New Jersey,40,50,28
21/02/2016,Newark,New Jersey,37,46,28
21/02/2016,Albuquerque,New Mexico,53,69,37
21/02/2016,Clayton,New Mexico,50,66,34
21/02/2016,Roswell,New Mexico,57,77,38
21/02/2016,Albany,New York,30,41,19
21/02/2016,Binghamton,New York,27,36,17
21/02/2016,Buffalo,New York,28,37,18
21/02/2016,Glens Falls,New York,27,38,15
21/02/2016,Islip,New York,38,48,29
21/02/2016,New York,New York,39,47,31
21/02/2016,Rochester,New York,27,36,17
21/02/2016,Syracuse,New York,25,35,14
21/02/2016,Asheville,North Carolina,42,52,31
21/02/2016,Cape Hatteras,North Carolina,49,57,42
21/02/2016,Charlotte,North Carolina,45,56,34
21/02/2016,Greensboro,North Carolina,43,54,33
21/02/2016,Hickory,North Carolina,42,52,31
21/02/2016,Raleigh/Durham,North Carolina,45,56,34
21/02/2016,Wilmington,North Carolina,50,63,37
21/02/2016,Bismarck,North Dakota,37,44,29
21/02/2016,Dickinson,North Dakota,34,43,24
21/02/2016,Fargo,North Dakota,29,35,23
21/02/2016,Grand Forks,North Dakota,27,33,20
21/02/2016,Williston,North Dakota,32,38,25
21/02/2016,Akron,Ohio,33,42,24
21/02/2016,Cleveland,Ohio,34,43,25
21/02/2016,Columbus,Ohio,38,46,30
21/02/2016,Dayton,Ohio,39,47,30
21/02/2016,Mansfield,Ohio,35,43,26
21/02/2016,Toledo,Ohio,35,43,26
21/02/2016,Youngstown/Warren,Ohio,32,43,22
21/02/2016,Gage,Oklahoma,55,72,37
21/02/2016,Oklahoma City,Oklahoma,58,71,44
21/02/2016,Ponca City,Oklahoma,53,69,38
21/02/2016,Tulsa,Oklahoma,58,71,45
21/02/2016,Astoria,Oregon,49,53,44
21/02/2016,Burns,Oregon,33,43,23
21/02/2016,Eugene,Oregon,48,56,40
21/02/2016,Medford,Oregon,47,54,38
21/02/2016,Pendleton,Oregon,46,54,36
21/02/2016,Portland,Oregon,49,55,43
21/02/2016,Redmond,Oregon,42,53,29
21/02/2016,Salem,Oregon,49,55,42
21/02/2016,Allentown,Pennsylvania,34,44,23
21/02/2016,Erie,Pennsylvania,29,40,21
21/02/2016,Harrisburg,Pennsylvania,33,41,24
21/02/2016,Philadelphia,Pennsylvania,39,47,30
21/02/2016,Pittsburgh,Pennsylvania,36,45,27
21/02/2016,Wilkes-Barre/Scranton,Pennsylvania,35,44,21
21/02/2016,Williamsport,Pennsylvania,36,42,22
21/02/2016,San Juan,Puerto Rico,79,84,73
21/02/2016,Providence,Rhode Island,34,44,24
21/02/2016,Anderson,South Carolina,46,56,35
21/02/2016,Charleston,South Carolina,55,67,42
21/02/2016,Columbia,South Carolina,49,60,38
21/02/2016,Greer,South Carolina,45,55,34
21/02/2016,Aberdeen,South Dakota,33,39,26
21/02/2016,Huron,South Dakota,36,43,28
21/02/2016,Pierre,South Dakota,40,48,30
21/02/2016,Rapid City,South Dakota,42,56,28
21/02/2016,Sioux Falls,South Dakota,35,40,28
21/02/2016,Bristol/Jhnsn Cty/Kngsprt,Tennessee,44,52,35
21/02/2016,Chattanooga,Tennessee,47,56,36
21/02/2016,Clarksville,Tennessee,47,55,38
21/02/2016,Crossville,Tennessee,45,50,40
21/02/2016,Knoxville,Tennessee,44,51,37
21/02/2016,Memphis,Tennessee,55,63,46
21/02/2016,Nashville,Tennessee,50,57,42
21/02/2016,Oak Ridge,Tennessee,44,51,37
21/02/2016,Abilene,Texas,62,74,49
21/02/2016,Amarillo,Texas,54,71,39
21/02/2016,Austin/Bergstrom,Texas,64,77,51
21/02/2016,Austin/City,Texas,66,76,56
21/02/2016,Beaumont/Port Arthur,Texas,64,76,51
21/02/2016,Brownsville,Texas,70,81,59
21/02/2016,Childress,Texas,59,75,42
21/02/2016,College Station,Texas,64,76,52
21/02/2016,Corpus Christi,Texas,68,81,55
21/02/2016,Dalhart,Texas,52,70,34
21/02/2016,Dallas,Texas,63,73,53
21/02/2016,Dallas-Fort Worth,Texas,63,74,52
21/02/2016,Del Rio,Texas,67,79,54
21/02/2016,El Paso,Texas,62,79,45
21/02/2016,Fort Worth,Texas,64,75,53
21/02/2016,Galveston,Texas,64,71,57
21/02/2016,Houston,Texas,66,76,55
21/02/2016,Lubbock,Texas,57,75,39
21/02/2016,Midland,Texas,62,76,47
21/02/2016,San Angelo,Texas,61,77,45
21/02/2016,San Antonio,Texas,67,77,56
21/02/2016,Victoria,Texas,65,79,50
21/02/2016,Waco,Texas,61,73,49
21/02/2016,Wichita Falls,Texas,61,74,47
21/02/2016,Salt Lake City,Utah,45,55,35
21/02/2016,Blacksburg,VA,40,48,31
21/02/2016,Burlington,Vermont,27,38,16
21/02/2016,Lynchburg,Virginia,38,49,27
21/02/2016,Norfolk,Virginia,47,57,37
21/02/2016,Richmond,Virginia,42,52,30
21/02/2016,Roanoke,Virginia,40,48,31
21/02/2016,Wallops Island,Virginia,43,52,33
21/02/2016,Washington,Virginia,40,48,31
21/02/2016,Deer Park,Washington,41,49,33
21/02/2016,Ephrata,Washington,44,52,35
21/02/2016,Olympia,Washington,45,51,39
21/02/2016,Quillayute,Washington,47,53,41
21/02/2016,Seattle,Washington,48,53,42
21/02/2016,Spokane,Washington,42,48,36
21/02/2016,Yakima,Washington,46,56,36
21/02/2016,Beckley,West Virginia,39,45,32
21/02/2016,Charleston,West Virginia,42,49,34
21/02/2016,Elkins,West Virginia,40,48,29
21/02/2016,Huntington,West Virginia,42,50,34
21/02/2016,Green Bay,Wisconsin,27,34,20
21/02/2016,La Crosse,Wisconsin,31,39,23
21/02/2016,Madison,Wisconsin,30,37,23
21/02/2016,Milwaukee,Wisconsin,32,39,23
21/02/2016,Casper,Wyoming,39,51,27
21/02/2016,Cheyenne,Wyoming,42,54,29
21/02/2016,Lander,Wyoming,40,51,28
21/02/2016,Rawlins,Wyoming,34,42,25
21/02/2016,Sheridan,Wyoming,41,54,27
28/02/2016,Birmingham,Alabama,52,61,42
28/02/2016,Huntsville,Alabama,50,59,39
28/02/2016,Mobile,Alabama,55,66,43
28/02/2016,Montgomery,Alabama,56,67,44
28/02/2016,Anchorage,Alaska,36,42,30
28/02/2016,Annette,Alaska,42,46,37
28/02/2016,Bethel,Alaska,28,36,20
28/02/2016,Bettles,Alaska,21,32,9
28/02/2016,Cold Bay,Alaska,36,40,31
28/02/2016,Cordova,Alaska,39,45,32
28/02/2016,Delta Junction/Ft Greely,Alaska,32,37,26
28/02/2016,Fairbanks,Alaska,23,37,9
28/02/2016,Gulkana,Alaska,26,38,14
28/02/2016,Gustavus,Alaska,60,60,60
28/02/2016,Homer,Alaska,38,43,33
28/02/2016,Iliamna,Alaska,39,43,34
28/02/2016,Juneau,Alaska,39,43,35
28/02/2016,Kenai,Alaska,37,42,31
28/02/2016,Ketchikan,Alaska,43,47,39
28/02/2016,King Salmon,Alaska,38,44,32
28/02/2016,Kodiak,Alaska,40,43,36
28/02/2016,Kotzebue,Alaska,17,24,7
28/02/2016,Mc Grath,Alaska,26,37,14
28/02/2016,Nome,Alaska,24,29,18
28/02/2016,Northway,Alaska,11,23,-1
28/02/2016,Palmer,Alaska,39,44,33
28/02/2016,Petersburg,Alaska,60,60,60
28/02/2016,Shemya,Alaska,60,60,60
28/02/2016,Sitka,Alaska,45,48,41
28/02/2016,Skagway,Alaska,38,42,34
28/02/2016,St Paul Island,Alaska,33,35,29
28/02/2016,Talkeetna,Alaska,36,43,29
28/02/2016,Tanana,Alaska,22,28,15
28/02/2016,Utqiagvik (Barrow),Alaska,3,7,0
28/02/2016,Yakutat,Alaska,40,44,35
28/02/2016,Douglas Bisbee,Arizona,54,75,32
28/02/2016,Kingman,Arizona,53,71,36
28/02/2016,Phoenix,Arizona,69,83,55
28/02/2016,Tucson,Arizona,63,80,46
28/02/2016,Winslow,Arizona,45,66,24
28/02/2016,Fort Smith,Arkansas,47,58,35
28/02/2016,Harrison,Arkansas,44,53,35
28/02/2016,North Little Rock,Arkansas,48,56,38
28/02/2016,Bakersfield,California,60,74,46
28/02/2016,Bishop,California,51,71,30
28/02/2016,China Lake,California,55,74,36
28/02/2016,Concord,California,58,70,45
28/02/2016,Eureka,California,51,58,43
28/02/2016,Fresno,California,59,72,46
28/02/2016,Hayward,California,59,68,48
28/02/2016,Long Beach,California,65,77,52
28/02/2016,Los Angeles,California,64,74,54
28/02/2016,Red Bluff,California,56,68,43
28/02/2016,Redding,California,56,69,43
28/02/2016,Sacramento,California,57,70,43
28/02/2016,Salinas,California,59,72,45
28/02/2016,San Diego,California,65,74,54
28/02/2016,San Francisco,California,59,67,50
28/02/2016,Sandberg,California,56,66,47
28/02/2016,Santa Barbara,California,60,75,44
28/02/2016,Santa Maria,California,62,77,46
28/02/2016,Stockton,California,56,71,41
28/02/2016,Alamosa,Colorado,30,48,11
28/02/2016,Colorado Springs,Colorado,39,53,24
28/02/2016,Craig,Colorado,23,38,8
28/02/2016,Denver,Colorado,39,55,26
28/02/2016,Grand Junction,Colorado,40,53,27
28/02/2016,Pueblo,Colorado,41,60,22
28/02/2016,Bridgeport,Connecticut,41,49,32
28/02/2016,Windsor Locks,Connecticut,39,49,28
28/02/2016,Newark,DE,42,52,32
28/02/2016,Wilmington,Delaware,42,52,32
28/02/2016,Daytona Beach,Florida,61,71,50
28/02/2016,Fort Lauderdale,Florida,69,76,61
28/02/2016,Gainesville,Florida,58,71,44
28/02/2016,Jacksonville,Florida,58,70,45
28/02/2016,Key West,Florida,69,73,64
28/02/2016,Miami,Florida,69,76,61
28/02/2016,Orlando,Florida,62,73,50
28/02/2016,Pensacola,Florida,57,67,47
28/02/2016,Tallahassee,Florida,56,69,43
28/02/2016,Tampa,Florida,62,71,53
28/02/2016,Vero Beach,Florida,63,73,52
28/02/2016,West Palm Beach,Florida,66,75,58
28/02/2016,Alma,Georgia,56,68,43
28/02/2016,Athens,Georgia,51,61,40
28/02/2016,Atlanta,Georgia,51,60,42
28/02/2016,Augusta,Georgia,54,66,41
28/02/2016,Macon,Georgia,54,66,41
28/02/2016,Savannah,Georgia,58,70,45
28/02/2016,Hilo,Hawaii,75,84,67
28/02/2016,Honolulu,Hawaii,73,81,65
28/02/2016,Kahului,Hawaii,73,83,62
28/02/2016,Kaunakakai,Hawaii,71,80,61
28/02/2016,Lihue,Hawaii,71,77,63
28/02/2016,Boise,Idaho,44,55,32
28/02/2016,Lewiston,Idaho,45,56,33
28/02/2016,Pocatello,Idaho,36,49,23
28/02/2016,Chicago,Illinois,36,44,29
28/02/2016,Moline,Illinois,39,49,29
28/02/2016,Peoria,Illinois,39,49,29
28/02/2016,Quincy,Illinois,40,50,30
28/02/2016,Rockford,Illinois,37,45,29
28/02/2016,Springfield,Illinois,41,50,31
28/02/2016,Evansville,Indiana,42,51,33
28/02/2016,Fort Wayne,Indiana,36,44,28
28/02/2016,Indianapolis,Indiana,40,47,31
28/02/2016,South Bend,Indiana,34,41,26
